GCN Name,Fermi Name,Enclosed Probability,TESS Sector,Trigger,Details,RA,Declination,Error Radius (arcmin),Localization Source,Alt. Local. Cam,Alt. Local. CCD,Alt. Local. Col,Alt. Local. Row,LC,Result
GRB 200224B,GRB200224212,0.00001,22,2020-02-24 05:03:34.621,<a href=yr20/GRB200224212.html>details</a>,177.9,-28.87,184.8,"Fermi, GBM              ",,,,,,
GRB 200223A,GRB200223814,0.00000,22,2020-02-23 19:29:51.144,<a href=yr20/GRB200223814.html>details</a>,248.39,-55.79,447.6,"Fermi, GBM              ",,,,,,
GRB 200221A,GRB200221162,0.16747,22,2020-02-21 03:50:41.621,<a href=yr20/GRB200221162.html>details</a>,157.1,33.14,302.4,"Fermi, GBM              ",,,,,,unexamined
GRB 200219C,GRB200219998,0.00000,22,2020-02-19 23:54:51.323,<a href=yr20/GRB200219998.html>details</a>,262.67,10.45,14.399999999999999,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 200219B,GRB200219413,0.00000,22,2020-02-19 09:51:58.867,<a href=yr20/GRB200219413.html>details</a>,299.13,6.65,238.8,"Fermi, GBM              ",,,,,,
GRB 200219A,GRB200219317,0.00000,22,2020-02-19 07:34:37.061,<a href=yr20/GRB200219317.html>details</a>,342.638,-59.12,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 200216B,GRB200216564,0.00000,21,2020-02-16 13:30:22.656,<a href=yr20/GRB200216564.html>details</a>,160.434,19.4757,0.036,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 200216A,GRB200216380,0.00000,21,2020-02-16 09:05:09.860,<a href=yr20/GRB200216380.html>details</a>,311.438,-11.658,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 200215A,GRB200215611,0.00000,21,2020-02-15 14:37:12.839,<a href=yr20/GRB200215611.html>details</a>,34.122,12.781,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 200212A,GRB200212451,0.15793,21,2020-02-12 10:47:30.653,<a href=yr20/GRB200212451.html>details</a>,124.8,22.95,819.0,"Fermi, GBM              ",,,,,,unexamined
,GRB200211813,0.04679,21,2020-02-11 19:27:44.093,<a href=yr20/GRB200211813.html>details</a>,111.14,59.01,653.4000000000001,"Fermi, GBM              ",,,,,,unexamined
GRB 200211A,GRB200211310,0.00000,21,2020-02-11 07:24:13.144,<a href=yr20/GRB200211310.html>details</a>,345.2,-7.15,60.0,"Fermi, GBM              ",,,,,,
GRB 200208A,GRB200208052,0.00000,21,2020-02-08 01:12:02.940,<a href=yr20/GRB200208052.html>details</a>,26.73,25.31,374.40000000000003,"Fermi, GBM              ",,,,,,
GRB 200207A,GRB200207058,0.00000,21,2020-02-07 01:20:44.012,<a href=yr20/GRB200207058.html>details</a>,244.09,-48.3,194.4,"Fermi, GBM              ",,,,,,
GRB 200206A,GRB200206706,0.00000,21,2020-02-06 16:54:05.262,<a href=yr20/GRB200206706.html>details</a>,298.17,-49.09,1124.3999999999999,"Fermi, GBM              ",,,,,,
GRB 200205C,GRB200205845,0.00000,21,2020-02-05 20:15:08.158,<a href=yr20/GRB200205845.html>details</a>,223.21,-42.78,586.1999999999999,"Fermi, GBM              ",,,,,,
GRB 200201A,GRB200201040,0.00000,21,2020-02-01 00:55:05.152,<a href=yr20/GRB200201040.html>details</a>,287.71,-11.04,399.6,"Fermi, GBM              ",,,,,,
GRB 200130B,GRB200130417,0.00000,21,2020-01-30 09:57:41.534,<a href=yr20/GRB200130417.html>details</a>,137.53,-51.34,210.0,"Fermi, GBM              ",,,,,,
GRB 200130A,GRB200130248,0.00000,21,2020-01-30 05:55:00.909,<a href=yr20/GRB200130248.html>details</a>,329.29,-65.93,101.39999999999999,"Fermi, GBM              ",,,,,,
GRB 200129A,GRB200129409,0.00000,21,2020-01-29 09:46:25.732,<a href=yr20/GRB200129409.html>details</a>,346.28,-44.97,786.0,"Fermi, GBM              ",,,,,,
GRB 200128A,GRB200128153,0.56277,21,2020-01-28 03:37:47.405,<a href=yr20/GRB200128153.html>details</a>,158.65,41.57,1137.0,"Fermi, GBM              ",,,,,,unexamined
GRB 200127B,GRB200127758,0.00000,21,2020-01-27 18:09:00.428,<a href=yr20/GRB200127758.html>details</a>,75.89,20.07,195.6,"Fermi, GBM              ",,,,,,
,GRB200126466,-1.00000,21,2020-01-26 11:08:35.368,,59.47,-59.62,739.8,"Fermi, GBM              ",,,,,,
GRB 200125B,GRB200125864,0.00000,21,2020-01-25 20:41:13.650,<a href=yr20/GRB200125864.html>details</a>,7.45,64.69,60.0,"Fermi, GBM              ",,,,,,
,GRB200122221,0.26986,21,2020-01-22 05:16:08.128,<a href=yr20/GRB200122221.html>details</a>,124.66,67.09,995.4,"Fermi, GBM              ",,,,,,unexamined
GRB 200120A,GRB200120962,0.00000,20,2020-01-20 23:02:42.216,<a href=yr20/GRB200120962.html>details</a>,137.134,-70.4363,0.066,Known Source            ,-1,-1,-1,-1,,
,GRB200119692,0.00000,20,2020-01-19 16:34:53.385,<a href=yr20/GRB200119692.html>details</a>,271.04,-77.14,515.4,"Fermi, GBM              ",,,,,,
GRB 200117A,GRB200117517,0.00000,20,2020-01-17 12:21:55.458,<a href=yr20/GRB200117517.html>details</a>,129.67,-62.51,318.59999999999997,"Fermi, GBM              ",,,,,,
GRB 200114A,GRB200114153,0.00000,20,2020-01-14 03:38:40.585,<a href=yr20/GRB200114153.html>details</a>,199.38,-0.32,154.8,"Fermi, GBM              ",,,,,,
GRB 200112A,GRB200112525,0.61955,20,2020-01-12 12:34:16.571,<a href=yr20/GRB200112525.html>details</a>,150.13,64.41,120.0,"Fermi, GBM              ",,,,,,unexamined
,GRB200112395,0.00000,20,2020-01-12 09:26:12.308,<a href=yr20/GRB200112395.html>details</a>,186.97,-34.31,927.0,"Fermi, GBM              ",,,,,,
GRB 200111A,GRB200111633,0.79996,20,2020-01-11 15:08:51.911,<a href=yr20/GRB200111633.html>details</a>,104.49,31.72,208.20000000000002,"Fermi, GBM              ",,,,,,unexamined
,GRB200110518,0.50590,20,2020-01-10 12:23:52.162,<a href=yr20/GRB200110518.html>details</a>,96.15,28.88,135.0,"Fermi, GBM              ",,,,,,unexamined
GRB 200109A,GRB200109074,0.00000,20,2020-01-09 01:43:35.956,<a href=yr20/GRB200109074.html>details</a>,307.126,52.9932,0.036,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 200107B,GRB200107810,0.00000,20,2020-01-07 19:24:07.636,<a href=yr20/GRB200107810.html>details</a>,107.066,-83.716,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB200105914,0.00000,20,2020-01-05 21:53:17.919,<a href=yr20/GRB200105914.html>details</a>,323.03,-41.18,294.6,"Fermi, GBM              ",,,,,,
,GRB200103689,0.00095,20,2020-01-03 16:30:12.398,<a href=yr20/GRB200103689.html>details</a>,118.48,-0.9,1003.1999999999999,"Fermi, GBM              ",,,,,,
GRB 200103A,GRB200103678,0.00000,20,2020-01-03 16:14:38.816,<a href=yr20/GRB200103678.html>details</a>,355.38,-38.36,1002.6,"Fermi, GBM              ",,,,,,
GRB 200101A,GRB200101861,0.00001,20,2020-01-01 20:37:11.280,<a href=yr20/GRB200101861.html>details</a>,257.43,-35.06,60.0,"Fermi, GBM              ",,,,,,
,GRB191227723,0.00000,20,2019-12-27 17:19:32.557,<a href=yr19/GRB191227723.html>details</a>,258.17,-26.01,144.60000000000002,"Fermi, GBM              ",,,,,,
GRB 191227A,GRB191227069,0.00000,20,2019-12-27 01:37:07.502,<a href=yr19/GRB191227069.html>details</a>,319.17,-16.704,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 191225B,GRB191225735,0.00000,20,2019-12-25 17:35:33.624,<a href=yr19/GRB191225735.html>details</a>,145.8,-7.18,170.39999999999998,"Fermi, GBM              ",,,,,,
GRB 191225A,GRB191225309,0.00000,20,2019-12-25 07:23:25.902,<a href=yr19/GRB191225309.html>details</a>,95.49,-17.35,399.6,"Fermi, GBM              ",,,,,,
GRB 191221A,GRB191221802,0.00000,19,2019-12-21 19:12:11.657,<a href=yr19/GRB191221802.html>details</a>,40.83,-43.04,351.6,"Fermi, GBM              ",,,,,,
,GRB191220589,0.00000,19,2019-12-20 14:06:16.141,<a href=yr19/GRB191220589.html>details</a>,211.77,-67.51,84.0,"Fermi, GBM              ",,,,,,
GRB 191213B,GRB191213784,0.00000,19,2019-12-13 18:46:50.751,<a href=yr19/GRB191213784.html>details</a>,331.06,-13.94,400.2,"Fermi, GBM              ",,,,,,
,GRB191213254,0.00000,19,2019-12-13 06:03:18.876,<a href=yr19/GRB191213254.html>details</a>,196.06,-30.45,127.2,"Fermi, GBM              ",,,,,,
GRB 191205A,GRB191205741,0.00000,19,2019-12-05 17:44:07.319,<a href=yr19/GRB191205741.html>details</a>,14.04,-34.15,1285.8,"Fermi, GBM              ",,,,,,
GRB 191203A,GRB191203290,0.00787,19,2019-12-03 06:55:03.650,<a href=yr19/GRB191203290.html>details</a>,332.39,51.81,2055.0,"Fermi, GBM              ",,,,,,unexamined
GRB 191202A,GRB191202867,0.00000,19,2019-12-02 20:46:35.035,<a href=yr19/GRB191202867.html>details</a>,249.536,17.558,14.52,"Fermi, LAT              ",-1,-1,-1,-1,,
,GRB191130507,-1.00000,19,2019-11-30 12:07:19.185,,348.6,-7.74,131.4,"Fermi, LAT              ",,,,,,
,GRB191130253,0.02917,19,2019-11-30 06:02:28.674,<a href=yr19/GRB191130253.html>details</a>,349.4,63.08,136.2,"Fermi, GBM              ",,,,,,unexamined
GRB 191129A,GRB191129141,0.00001,19,2019-11-29 03:20:15.028,<a href=yr19/GRB191129141.html>details</a>,8.93,5.44,148.20000000000002,"Fermi, GBM              ",,,,,,
GRB 191125B,GRB191125634,0.00000,18,2019-11-25 15:10:30.516,<a href=yr19/GRB191125634.html>details</a>,353.54,18.2,247.79999999999998,"Fermi, GBM              ",,,,,,
GRB 191125A,GRB191125206,0.00000,18,2019-11-25 04:54:32.061,<a href=yr19/GRB191125206.html>details</a>,243.09,-13.12,60.0,"Fermi, GBM              ",,,,,,
,GRB191119261,-1.00000,18,2019-11-19 06:13:52.004,,309.35,-9.35,1791.0,"Fermi, LAT              ",,,,,,
GRB 191118A,GRB191118925,0.00000,18,2019-11-18 22:09:49.722,<a href=yr19/GRB191118925.html>details</a>,213.99,-48.4,133.20000000000002,"Fermi, GBM              ",,,,,,
GRB 191117B,GRB191117637,0.00000,18,2019-11-17 15:15:20.630,<a href=yr19/GRB191117637.html>details</a>,157.417,7.2333,784.0020000000001,"Fermi, LAT              ",,,,,,
GRB 191117A,GRB191117006,0.85703,18,2019-11-17 00:06:14.065,<a href=yr19/GRB191117006.html>details</a>,297.88,76.38,546.0,"Fermi, GBM              ",,,,,,unexamined
GRB 191113A,GRB191113578,0.00000,18,2019-11-13 13:50:26.023,<a href=yr19/GRB191113578.html>details</a>,298.08,20.91,349.8,"Fermi, GBM              ",,,,,,
GRB 191112A,GRB191112369,0.00000,18,2019-11-12 08:49:03.022,<a href=yr19/GRB191112369.html>details</a>,164.42,-72.27,331.8,"Fermi, GBM              ",,,,,,
GRB 191111B,GRB191111547,0.00000,18,2019-11-11 13:04:52.037,<a href=yr19/GRB191111547.html>details</a>,239.41,-70.42,243.0,"Fermi, GBM              ",,,,,,
GRB 191111A,GRB191111364,0.00000,18,2019-11-11 08:42:43.450,<a href=yr19/GRB191111364.html>details</a>,189.29,-32.12,223.20000000000002,"Fermi, GBM              ",,,,,,
,GRB191111347,0.00000,18,2019-11-11 08:16:50.817,<a href=yr19/GRB191111347.html>details</a>,130.54,-32.47,385.79999999999995,"Fermi, GBM              ",,,,,,
GRB 191110A,GRB191110587,0.00686,18,2019-11-10 14:03:17.774,<a href=yr19/GRB191110587.html>details</a>,260.2,43.51,571.8,"Fermi, GBM              ",,,,,,unexamined
GRB 191108A,GRB191108003,0.00007,18,2019-11-08 00:02:22.425,<a href=yr19/GRB191108003.html>details</a>,239.84,12.42,180.0,"Fermi, GBM              ",,,,,,
GRB 191101B,GRB191101895,0.00000,17,2019-11-01 21:26:39.449,<a href=yr19/GRB191101895.html>details</a>,153.71,18.97,470.4,"Fermi, GBM              ",,,,,,
GRB 191031C,GRB191031891,0.00000,17,2019-10-31 21:21:14.550,<a href=yr19/GRB191031891.html>details</a>,283.275,47.639,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 191031C,GRB191031780,0.00000,17,2019-10-31 18:40:57.697,<a href=yr19/GRB191031780.html>details</a>,115.862,-62.335,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 191031B,GRB191031635,0.00113,17,2019-10-31 15:12:37.598,<a href=yr19/GRB191031635.html>details</a>,31.75,-14.15,861.0,"Fermi, GBM              ",,,,,,
GRB 191031A,GRB191031025,0.00000,17,2019-10-31 00:34:18.390,<a href=yr19/GRB191031025.html>details</a>,233.47,6.144,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 191028B,GRB191028589,0.83722,17,2019-10-28 14:05:47.224,<a href=yr19/GRB191028589.html>details</a>,276.88,69.99,460.2,"Fermi, GBM              ",,,,,,unexamined
GRB 191028A,GRB191028174,0.00000,17,2019-10-28 04:07:44.180,<a href=yr19/GRB191028174.html>details</a>,319.2,-11.29,525.0,"Fermi, GBM              ",,,,,,
GRB 191027A,GRB191027638,0.00000,17,2019-10-27 15:17:08.292,<a href=yr19/GRB191027638.html>details</a>,185.51,30.41,157.20000000000002,"Fermi, GBM              ",,,,,,
GRB 191026A,GRB191026350,0.00000,17,2019-10-26 08:21:25.704,<a href=yr19/GRB191026350.html>details</a>,37.17,-52.7,299.40000000000003,"Fermi, GBM              ",,,,,,
GRB 191023A,GRB191023630,0.00000,17,2019-10-23 15:04:39.537,<a href=yr19/GRB191023630.html>details</a>,295.26,6.18,109.2,"Fermi, GBM              ",,,,,,
GRB 191022B,GRB191022341,0.00000,17,2019-10-22 08:08:49.035,<a href=yr19/GRB191022341.html>details</a>,169.29,-31.18,399.6,"Fermi, GBM              ",,,,,,
GRB 191022A,GRB191022285,0.00000,17,2019-10-22 06:47:49.136,<a href=yr19/GRB191022285.html>details</a>,273.14,-23.1,190.8,"Fermi, GBM              ",,,,,,
GRB 191019B,GRB191019970,0.00000,17,2019-10-19 23:14:54.337,<a href=yr19/GRB191019970.html>details</a>,216.34,-40.63,60.0,"Fermi, GBM              ",,,,,,
,GRB191019469,0.00014,17,2019-10-19 11:12:57.483,<a href=yr19/GRB191019469.html>details</a>,109.56,62.09,196.79999999999998,"Fermi, GBM              ",,,,,,
GRB 191017C,GRB191017957,0.00000,17,2019-10-17 22:56:06.888,<a href=yr19/GRB191017957.html>details</a>,134.55,15.33,743.4000000000001,"Fermi, GBM              ",,,,,,
GRB 191017,GRB191017391,0.00006,17,2019-10-17 09:21:26.144,<a href=yr19/GRB191017391.html>details</a>,171.25,38.05,90.0,"Fermi, GBM              ",,,,,,
,GRB191015327,0.00000,17,2019-10-15 07:48:25.750,<a href=yr19/GRB191015327.html>details</a>,186.41,21.53,433.8,"Fermi, GBM              ",,,,,,
GRB 191011A,GRB191011192,0.00000,17,2019-10-11 04:33:40.340,<a href=yr19/GRB191011192.html>details</a>,44.7268,-27.8459,0.3,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 191009A,GRB191009298,0.07108,17,2019-10-09 07:06:42.623,<a href=yr19/GRB191009298.html>details</a>,26.81,65.73,84.6,"Fermi, GBM              ",,,,,,unexamined
GRB 191008A,GRB191008297,0.05731,17,2019-10-08 07:04:41.862,<a href=yr19/GRB191008297.html>details</a>,50.65,47.33,714.0,"Fermi, GBM              ",,,,,,unexamined
GRB 191001A,GRB191001279,0.00000,16,2019-10-01 06:39:38.609,<a href=yr19/GRB191001279.html>details</a>,305.199,15.0843,0.3,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 190930A,GRB190930400,0.00004,16,2019-09-30 09:33:49.283,<a href=yr19/GRB190930400.html>details</a>,238.22,-6.08,150.0,"Fermi, GBM              ",,,,,,
GRB 190923A,GRB190923617,0.00000,16,2019-09-23 14:45:50.909,<a href=yr19/GRB190923617.html>details</a>,8.2,-11.02,295.2,"Fermi, GBM              ",,,,,,
GRB 190921A,GRB190921699,0.00000,16,2019-09-21 16:43:43.027,<a href=yr19/GRB190921699.html>details</a>,338.38,-63.42,322.8,"Fermi, GBM              ",,,,,,
GRB 190919A,GRB190919764,0.00000,16,2019-09-19 18:17:47.485,<a href=yr19/GRB190919764.html>details</a>,357.36,-21.82,149.4,"Fermi, GBM              ",,,,,,
GRB 190916A,GRB190916590,0.00000,16,2019-09-16 14:08:01.432,<a href=yr19/GRB190916590.html>details</a>,321.27,-48.9,706.8,"Fermi, GBM              ",,,,,,
GRB 190915A,GRB190915240,0.00000,16,2019-09-15 05:42:40.181,<a href=yr19/GRB190915240.html>details</a>,48.33,3.99,261.0,"Fermi, GBM              ",,,,,,
GRB 190914A,GRB190914345,0.00007,16,2019-09-14 08:14:23.556,<a href=yr19/GRB190914345.html>details</a>,18.44,21.45,891.5999999999999,"Fermi, GBM              ",,,,,,
GRB 190913A,GRB190913155,0.17418,16,2019-09-13 03:40:52.178,<a href=yr19/GRB190913155.html>details</a>,253.34,44.97,779.4,"Fermi, GBM              ",,,,,,unexamined
GRB 190910A,GRB190910028,0.00000,15,2019-09-10 00:37:22.178,<a href=yr19/GRB190910028.html>details</a>,229.5,9.07,394.20000000000005,"Fermi, GBM              ",,,,,,
GRB 190906B,GRB190906767,0.00000,15,2019-09-06 18:22:57.702,<a href=yr19/GRB190906767.html>details</a>,171.84,-71.57,210.0,"Fermi, GBM              ",,,,,,
GRB 190905A,GRB190905985,0.00990,15,2019-09-05 23:36:10.118,<a href=yr19/GRB190905985.html>details</a>,234.48,3.12,217.20000000000002,"Fermi, GBM              ",,,,,,unexamined
GRB 190904A,GRB190904174,0.00000,15,2019-09-04 04:08:48.639,<a href=yr19/GRB190904174.html>details</a>,35.92,-25.03,759.6,"Fermi, GBM              ",,,,,,
GRB 190903A,GRB190903722,0.00009,15,2019-09-03 17:17:23.997,<a href=yr19/GRB190903722.html>details</a>,62.43,-64.86,378.0,"Fermi, GBM              ",,,,,,
GRB 190901A,GRB190901890,0.00000,15,2019-09-01 21:19:37.514,<a href=yr19/GRB190901890.html>details</a>,220.3,0.93,60.0,"Fermi, GBM              ",,,,,,
,GRB190831693,0.00000,15,2019-08-31 16:36:23.064,<a href=yr19/GRB190831693.html>details</a>,169.88,-22.35,355.2,"Fermi, GBM              ",,,,,,
GRB 190831A,GRB190831332,0.00000,15,2019-08-31 07:55:16.021,<a href=yr19/GRB190831332.html>details</a>,65.63,14.89,297.6,"Fermi, GBM              ",,,,,,
GRB 190830B,GRB190830264,0.00021,15,2019-08-30 06:19:54.381,<a href=yr19/GRB190830264.html>details</a>,159.2,-54.71,588.6,"Fermi, GBM              ",,,,,,
GRB 190830A,GRB190830023,0.00000,15,2019-08-30 00:30:32.578,<a href=yr19/GRB190830023.html>details</a>,111.9,-23.77,449.40000000000003,"Fermi, GBM              ",,,,,,
GRB 190829A,GRB190829830,0.00000,15,2019-08-29 19:53:40.259,<a href=yr19/GRB190829830.html>details</a>,44.544,-8.9579,0.036,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 190828C,GRB190828614,0.00000,15,2019-08-28 14:42:11.790,<a href=yr19/GRB190828614.html>details</a>,191.23,-58.77,70.19999999999999,"Fermi, GBM              ",,,,,,
GRB 190828B,GRB190828542,0.00000,15,2019-08-28 12:59:50.752,<a href=yr19/GRB190828542.html>details</a>,251.832,27.2808,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 190827A,GRB190827467,0.06417,15,2019-08-27 11:10:35.424,<a href=yr19/GRB190827467.html>details</a>,175.81,46.45,60.0,"Fermi, GBM              ",,,,,,unexamined
GRB 190825A,GRB190825171,0.00008,15,2019-08-25 04:04:43.018,<a href=yr19/GRB190825171.html>details</a>,210.86,-74.14,1193.4,"Fermi, GBM              ",,,,,,
GRB 190824A,GRB190824616,0.00000,15,2019-08-24 14:44:25.577,<a href=yr19/GRB190824616.html>details</a>,215.329,-41.902,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB190822705,0.00000,15,2019-08-22 16:53:12.986,<a href=yr19/GRB190822705.html>details</a>,132.27,-8.08,749.4,"Fermi, GBM              ",,,,,,
GRB 190821A,GRB190821716,0.00000,15,2019-08-21 17:08:18.914,<a href=yr19/GRB190821716.html>details</a>,250.077,-34.022,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 190817A,GRB190817953,0.00326,15,2019-08-17 22:50:14.428,<a href=yr19/GRB190817953.html>details</a>,275.17,-31.14,694.2,"Fermi, GBM              ",,,,,,
GRB 190814A,GRB190814837,0.00000,14,2019-08-14 20:03:06.797,<a href=yr19/GRB190814837.html>details</a>,60.41,-60.34,1815.0,"Fermi, GBM              ",,,,,,
GRB 190813A,GRB190813520,0.00030,14,2019-08-13 12:26:53.013,<a href=yr19/GRB190813520.html>details</a>,106.38,-23.27,622.1999999999999,"Fermi, GBM              ",,,,,,
GRB 190810A,GRB190810675,0.00000,14,2019-08-10 16:09:49.721,<a href=yr19/GRB190810675.html>details</a>,193.78,-37.56,481.2,"Fermi, GBM              ",,,,,,
GRB 190808B,GRB190808752,0.00108,14,2019-08-08 18:01:00.726,<a href=yr19/GRB190808752.html>details</a>,168.05,39.71,82.8,"Fermi, GBM              ",,,,,,
GRB 190808A,GRB190808498,0.00000,14,2019-08-08 11:54:16.717,<a href=yr19/GRB190808498.html>details</a>,282.22,-31.77,966.0000000000001,"Fermi, GBM              ",,,,,,
GRB 190806A,GRB190806675,0.00000,14,2019-08-06 16:10:15.402,<a href=yr19/GRB190806675.html>details</a>,121.13,-75.36,258.0,"Fermi, GBM              ",,,,,,
,GRB190806535,0.01232,14,2019-08-06 12:47:45.016,<a href=yr19/GRB190806535.html>details</a>,305.56,0.55,750.6,"Fermi, GBM              ",,,,,,unexamined
GRB 190805B,GRB190805199,0.00000,14,2019-08-05 04:43:49.384,<a href=yr19/GRB190805199.html>details</a>,209.75,19.47,156.6,"Fermi, GBM              ",,,,,,
GRB 190805A,GRB190805106,0.00000,14,2019-08-05 02:30:17.841,<a href=yr19/GRB190805106.html>details</a>,167.65,-23.76,191.4,"Fermi, GBM              ",,,,,,
GRB 190804C,GRB190804792,0.00000,14,2019-08-04 18:58:21.324,<a href=yr19/GRB190804792.html>details</a>,97.77,42.31,266.40000000000003,"Fermi, GBM              ",,,,,,
GRB 190804A,GRB190804058,0.00000,14,2019-08-04 01:21:10.073,<a href=yr19/GRB190804058.html>details</a>,108.02,-64.86,721.1999999999999,"Fermi, GBM              ",,,,,,
GRB 190731A,GRB190731943,0.00000,14,2019-07-31 22:36:05.711,<a href=yr19/GRB190731943.html>details</a>,339.94,-76.62,16.8,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 190728A,GRB190728271,0.00839,14,2019-07-28 06:28:19.410,<a href=yr19/GRB190728271.html>details</a>,356.69,5.43,341.40000000000003,"Fermi, GBM              ",,,,,,unexamined
GRB 190727B,GRB190727846,0.00000,14,2019-07-27 20:15:42.301,<a href=yr19/GRB190727846.html>details</a>,126.481,-13.268,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 190727A,GRB190727668,0.00000,14,2019-07-27 15:59:34.546,<a href=yr19/GRB190727668.html>details</a>,224.49,19.44,60.0,"Fermi, GBM              ",,,,,,
GRB 190726B,GRB190726843,0.00000,14,2019-07-26 20:12:19.487,<a href=yr19/GRB190726843.html>details</a>,342.68,-55.98,145.8,"Fermi, GBM              ",,,,,,
GRB 190726A,GRB190726642,0.55119,14,2019-07-26 15:22:40.488,<a href=yr19/GRB190726642.html>details</a>,310.26,34.29,70.19999999999999,"Fermi, GBM              ",,,,,,unexamined
GRB 190724A,GRB190724031,0.00650,14,2019-07-24 00:41:37.846,<a href=yr19/GRB190724031.html>details</a>,170.35,15.15,817.1999999999999,"Fermi, GBM              ",,,,,,unexamined
GRB 190723A,GRB190723309,0.54875,14,2019-07-23 07:22:00.138,<a href=yr19/GRB190723309.html>details</a>,289.47,25.22,628.2,"Fermi, GBM              ",,,,,,unexamined
GRB 190720B,GRB190720964,0.00000,14,2019-07-20 23:06:20.777,<a href=yr19/GRB190720964.html>details</a>,138.87,-55.59,141.0,"Fermi, GBM              ",,,,,,
GRB 190720A,GRB190720613,0.00073,14,2019-07-20 14:39:55.253,<a href=yr19/GRB190720613.html>details</a>,202.72,41.78,69.6,"Fermi, GBM              ",,,,,,
GRB 190719C,GRB190719624,0.00000,14,2019-07-19 14:56:22.844,<a href=yr19/GRB190719624.html>details</a>,240.21,12.977,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB190719499,0.00000,14,2019-07-19 11:55:33.021,<a href=yr19/GRB190719499.html>details</a>,98.61,6.7,185.39999999999998,"Fermi, GBM              ",,,,,,
GRB 190719A,GRB190719113,0.00000,14,2019-07-19 02:40:08.414,<a href=yr19/GRB190719113.html>details</a>,123.93,-30.81,313.2,"Fermi, GBM              ",,,,,,
GRB 190716A,GRB190716917,0.00000,13,2019-07-16 21:57:51.925,<a href=yr19/GRB190716917.html>details</a>,345.63,-0.83,385.79999999999995,"Fermi, GBM              ",,,,,,
,GRB190716019,-1.00000,13,2019-07-16 00:25:46.425,,70.42,16.47,375.0,"Fermi, GBM              ",,,,,,
GRB 190714B,GRB190714573,0.00000,13,2019-07-14 13:42:20.540,<a href=yr19/GRB190714573.html>details</a>,71.16,-6.1,117.0,"Fermi, GBM              ",,,,,,
GRB 190712A,GRB190712095,0.00000,13,2019-07-12 02:14:26.557,<a href=yr19/GRB190712095.html>details</a>,288.39,56.15,455.4,"Fermi, GBM              ",,,,,,
,GRB190712018,0.00183,13,2019-07-12 00:23:03.181,<a href=yr19/GRB190712018.html>details</a>,341.06,-38.41,552.6,"Fermi, GBM              ",,,,,,
GRB 190708A,GRB190708365,0.00000,13,2019-07-08 08:42:54.580,<a href=yr19/GRB190708365.html>details</a>,209.85,-1.3,432.6,"Fermi, GBM              ",,,,,,
GRB 190707B,GRB190707308,0.00000,13,2019-07-07 07:20:48.094,<a href=yr19/GRB190707308.html>details</a>,184.33,-9.52,292.8,"Fermi, GBM              ",,,,,,
GRB 190707A,GRB190707285,0.00000,13,2019-07-07 06:47:54.053,<a href=yr19/GRB190707285.html>details</a>,152.87,-30.98,121.2,"Fermi, GBM              ",,,,,,
GRB 190630A,GRB190630257,0.01786,13,2019-06-30 06:08:22.350,<a href=yr19/GRB190630257.html>details</a>,306.98,-1.33,459.0,"Fermi, GBM              ",,,,,,unexamined
GRB 190628A,GRB190628521,0.24216,13,2019-06-28 12:28:44.246,<a href=yr19/GRB190628521.html>details</a>,144.08,-77.07,383.4,"Fermi, GBM              ",,,,,,unexamined
,GRB190627481,0.01310,13,2019-06-27 11:29:41.700,<a href=yr19/GRB190627481.html>details</a>,352.26,-8.89,1419.0,"Fermi, GBM              ",,,,,,unexamined
GRB 190626A,GRB190626254,0.00055,13,2019-06-26 06:04:07.538,<a href=yr19/GRB190626254.html>details</a>,145.7,-41.11,375.0,"Fermi, GBM              ",,,,,,
GRB 190623A,GRB190623461,0.00000,13,2019-06-23 11:01:10.901,<a href=yr19/GRB190623461.html>details</a>,335.49,-23.33,247.20000000000002,"Fermi, GBM              ",,,,,,
GRB 190622A,GRB190622368,0.01697,13,2019-06-22 08:47:49.058,<a href=yr19/GRB190622368.html>details</a>,165.21,-53.62,1373.4,"Fermi, GBM              ",,,,,,unexamined
GRB 190620A,GRB190620507,0.00000,13,2019-06-20 12:07:55.639,<a href=yr19/GRB190620507.html>details</a>,162.08,30.48,69.6,"Fermi, GBM              ",,,,,,
