53,4,2,474.57177245905496,821.3303184281124,14.999999999999998,88.90353464209751,1.010178496407832e-09
53,4,2,344.6698315889777,899.6947977920642,67.5,89.2690292915739,1.039879404807209e-09
53,4,2,408.37873417619954,825.6210532803797,22.5,89.2690292915739,1.0479181966616125e-09
53,4,2,336.37319576028005,827.2972062804193,45.0,89.63451650477154,1.0729225285999178e-09
53,4,2,110.3033681181348,848.5265658699457,165.0,88.90353464209751,1.0236721470491261e-09
53,4,2,164.7566578822117,930.4687175669488,135.0,88.90353464209751,1.0105866143916842e-09
53,4,2,176.130925076895,842.9612246317834,157.5,89.2690292915739,1.0569002339977374e-09
53,4,2,248.5978928138334,906.8256002883028,112.5,89.2690292915739,1.0447145371017541e-09
53,4,2,247.49630635148625,833.934963619027,135.0,89.63451650477154,1.076398858934624e-09
53,4,2,103.55288915975254,749.3814888483471,195.0,88.90353464209751,1.022262385852457e-09
53,4,2,146.56858624726812,659.4923174869048,224.99999999999997,88.90353464209751,1.009001326934822e-09
53,4,2,233.14558870616136,670.6684091849295,247.49999999999997,89.2690292915739,1.0466980615575494e-09
53,4,2,169.6019350061473,745.1948240019107,202.5,89.2690292915739,1.056566500956535e-09
53,4,2,241.58976462116792,743.5670712147107,225.0,89.63451650477154,1.0772275294002043e-09
53,4,2,468.5219579438241,721.9006088414847,344.99999999999994,88.90353464209751,1.0146334883387453e-09
53,4,2,414.19132471503684,639.1919328084804,315.0,88.90353464209751,1.007107175432509e-09
53,4,2,402.2899040462572,727.6758784714614,337.5,89.2690292915739,1.0514453752108466e-09
53,4,2,329.65770675003733,663.3588032773398,292.5,89.2690292915739,1.0457017474152508e-09
53,4,2,330.6222241418222,736.8661351444584,315.0,89.63451650477154,1.075154965057834e-09
